CALC000041,CALC000046,CALC000103,CALC000120,CALC000125,CALC000143,CALC000152,CALC000168,CALC000713,CALC000722,CALC000735,timestamp
69.24274,31.02074,1.7431125,11.975865,7.74101,81.260015,18.7843225,38.1217275,27.81033,27.261217499999997,45.0725225,2023-01-21 21:00:00
72.97427678571428,30.769133928571428,1.6952509433962264,9.852285714285713,7.648692857142857,79.59145178571428,16.911364285714285,36.11840357142857,26.667475,26.584196428571428,41.833057142857136,2023-02-14 21:00:00
75.0190306451613,30.471840322580647,1.667724193548387,8.681379032258064,7.66326935483871,83.19599838709676,9.442632258064517,39.30054516129032,26.012248387096772,26.123382258064517,38.25232419354839,2023-03-16 09:00:00
69.594985,29.512448333333335,1.6285233333333333,8.17599,7.3128383333333336,85.24084166666667,6.706943333333333,39.19669333333333,25.715965,24.890395,32.1462,2023-04-15 21:00:00
65.34913166666666,28.270096666666667,1.5778516666666667,7.442316666666667,6.915101666666667,83.40243833333334,10.436679999999999,36.312461666666664,25.625639999999997,22.170753333333334,28.89642,2023-05-16 13:48:00
59.50825740740741,27.03085925925926,1.6157018518518518,6.716005555555556,6.657065420560748,80.56647407407408,26.338296296296296,31.543694444444444,32.08716851851852,24.522265420560746,35.786840740740736,2023-06-16 21:26:40
55.92965,23.202925806451614,1.5005040650406505,5.751190322580645,6.133517741935484,81.3247741935484,28.475301612903223,29.134479032258064,36.7774370967742,26.13265,39.018461290322584,2023-07-16 09:00:00
50.389561290322575,18.75601935483871,1.3542806451612903,4.972237096774194,5.376890322580645,82.69828548387098,20.938016129032256,26.211072580645162,33.579258064516125,24.919579032258063,36.879396774193545,2023-08-16 09:00:00
50.949309259259266,16.90340185185185,1.3474462962962963,4.754737037037038,4.721464814814815,84.20059814814815,19.102531481481485,23.226596296296297,29.67321111111111,23.10600925925926,32.693162962962965,2023-09-15 05:26:40
53.232154838709675,15.522925806451612,1.3439419354838709,4.383566129032258,4.370329032258065,81.83701774193548,16.920290322580644,21.288214516129035,26.054720967741936,20.905846774193545,26.26813387096774,2023-10-16 09:00:00
54.130176666666664,14.405743333333334,1.3375783333333333,3.9095166666666668,4.070395,81.98534166666667,16.064163333333333,18.255748333333333,24.34247,19.34414333333333,26.977165,2023-11-15 21:00:00
53.91531935483871,13.587537096774193,1.3282709677419355,3.444617741935484,3.7037529411764707,80.25962580645162,10.768617741935484,19.36672258064516,22.88261129032258,18.17511935483871,27.94207258064516,2023-12-16 09:00:00
54.81288870967742,12.462162903225806,1.3206951612903226,2.9879290322580645,3.405172580645161,79.89574838709677,5.6842853658536585,20.93903387096774,21.470429032258064,17.430429032258065,27.61574193548387,2024-01-16 09:00:00
56.93673965517241,11.492237931034483,1.3206862068965517,2.7707258620689657,3.2247655172413796,80.82431206896551,2.536415652173913,21.053741379310345,20.34385,16.70235,27.356987931034485,2024-02-15 09:00:00
58.9627935483871,11.49662258064516,1.3217806451612903,2.7023854838709678,3.0505064516129035,86.81435483870968,2.9823548387096777,20.937970967741936,20.2150935483871,16.42057258064516,27.73478064516129,2024-03-16 09:00:00
61.23052166666666,11.683011666666665,1.3188866666666668,2.7715083333333337,2.7517416666666668,83.03590666666668,5.59142,23.077193333333334,25.186038333333332,20.001745000000003,32.39515333333333,2024-04-15 21:00:00
66.31032333333333,18.10620833333333,1.3217433333333335,2.5727666666666664,2.5698383333333337,82.80410333333333,19.89887333333333,26.90099,40.80288666666667,25.229276666666667,33.103384999999996,2024-05-16 10:36:00
68.70349333333334,22.780193333333333,1.3311983333333333,2.3499216666666665,2.1663666666666668,86.66674666666667,38.274755,33.14100666666666,48.98051666666667,27.43958,34.48982,2024-06-15 21:00:00
64.77208548387097,21.59272295081967,1.3329790322580646,1.9782677419354837,1.796316129032258,80.77149516129032,35.684875806451615,38.08540322580645,49.44898870967742,27.800758064516128,33.56766774193549,2024-07-16 09:00:00
59.804377419354836,20.321545161290324,1.1698629032258063,1.729075806451613,1.2681658536585365,80.1814064516129,22.177083870967742,39.90390322580645,44.622640322580644,26.228520967741936,32.37916451612903,2024-08-16 09:00:00
62.44922833333333,18.296213333333334,0.7781483333333334,1.6885166666666669,0.9115833333333333,83.20215833333333,20.758065,34.92095,41.822289999999995,25.104601666666667,31.649181666666667,2024-09-15 21:00:00
72.76350645161291,17.10075483870968,0.7735274193548387,1.897566129032258,0.8834370967741936,82.51139838709678,20.083820967741936,31.24900806451613,42.34482741935484,25.078430645161287,35.082954838709675,2024-10-16 09:00:00
99.47035,17.986935000000003,1.2458466666666665,18.008448333333334,7.751475,82.781705,28.83997,28.57021166666667,59.03108666666667,34.774901666666665,43.32078666666666,2024-11-15 21:00:00
96.74638548387097,17.748760714285716,1.2277048387096774,22.67788870967742,9.575048387096775,83.90231451612904,18.695795161290324,35.252470967741935,59.944432258064516,35.42330909090909,48.63515,2024-12-16 09:00:00
92.66571774193548,17.334493548387094,1.1401193548387096,23.482145161290322,9.630472580645161,83.35805483870969,11.670266129032258,37.96055645161291,57.388446774193554,34.809724193548384,51.721491935483876,2025-01-16 09:00:00
91.30416785714286,16.84250535714286,1.0366875,23.81076428571429,9.446349999999999,82.57365535714287,5.8403946428571425,39.60795892857143,54.80786428571429,33.57554285714286,54.38305357142857,2025-02-14 21:00:00
98.25532258064516,38.97910645161291,1.1967532258064517,34.678298387096774,14.8523,85.36761290322582,35.279020967741936,41.33649677419355,75.88330161290322,42.791327419354836,64.07520967741935,2025-03-16 09:00:00
